Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST2996,56,84459,644505,462,24,No
CUST2997,44,23677,224199,396,60,No
CUST2998,53,82742,539041,668,24,No
CUST2999,51,32642,500903,452,36,Yes
CUST3000,34,56286,669235,548,24,Yes
CUST3001,52,91584,588000,577,24,Yes
CUST3002,40,67633,102646,862,12,No
CUST3003,45,136904,763029,451,36,Yes
CUST3004,47,100839,136531,813,24,No
CUST3005,37,113111,612394,594,48,Yes
CUST3006,30,123774,473433,312,24,Yes
CUST3007,32,102003,582785,569,12,Yes
CUST3008,23,116362,218888,537,60,Yes
CUST3009,46,92766,377965,851,60,Yes
CUST3010,30,123106,249002,884,12,No
CUST3011,23,41366,780818,375,48,No
CUST3012,37,99226,591164,489,48,Yes
CUST3013,53,39359,592049,654,60,Yes
CUST3014,22,63887,445476,685,36,No
CUST3015,23,70223,776719,542,24,Yes
CUST3016,35,29532,354736,429,24,Yes
CUST3017,49,121180,130931,334,12,Yes
CUST3018,33,87468,418747,638,24,Yes
CUST3019,30,41661,94511,454,48,No
CUST3020,25,99819,650247,311,12,Yes
CUST3021,57,76220,282285,708,12,Yes
CUST3022,59,149059,215592,875,36,Yes
CUST3023,30,91822,522588,572,24,Yes
CUST3024,60,33253,335704,711,60,No
CUST3025,33,108111,310916,462,48,No
CUST3026,44,97632,710864,398,24,Yes
CUST3027,45,149875,679010,566,12,Yes
CUST3028,46,123237,721032,478,36,Yes
CUST3029,57,132678,506256,614,12,No
CUST3030,33,88296,478621,544,24,No
CUST3031,34,125605,736100,753,36,No
CUST3032,28,117986,324113,661,12,No
CUST3033,51,137059,796182,738,60,No
CUST3034,57,31578,386529,849,60,Yes
CUST3035,44,115292,551518,360,48,No
CUST3036,22,43390,77967,395,24,Yes
CUST3037,33,138562,423018,435,48,Yes
CUST3038,41,74172,179308,594,60,No
CUST3039,44,27921,721877,627,12,Yes
CUST3040,41,105713,533256,714,36,No
CUST3041,31,36392,160253,639,60,Yes
CUST3042,31,143972,676036,705,36,No
CUST3043,28,105323,219702,626,48,Yes
CUST3044,32,120730,113061,304,48,No
CUST3045,24,128668,552745,732,36,No
CUST3046,45,21700,554979,434,24,Yes
CUST3047,30,125803,334246,415,24,No
CUST3048,56,130119,557978,671,60,No
CUST3049,37,121601,348592,374,36,No
CUST3050,22,123364,189329,617,48,No
CUST3051,53,72386,296520,525,48,No
CUST3052,38,57097,173750,601,48,No
CUST3053,42,80673,654316,687,36,No
CUST3054,57,27921,570093,832,48,No
CUST3055,57,146574,249523,899,24,No
CUST3056,40,142690,382376,450,60,Yes
CUST3057,23,35942,211144,771,48,Yes
CUST3058,39,56183,150959,544,60,Yes
CUST3059,29,143253,476000,305,36,Yes
CUST3060,47,87378,488388,440,24,Yes
CUST3061,31,75336,293594,379,24,Yes
CUST3062,29,130088,723206,651,36,No
CUST3063,48,88111,71479,457,12,Yes
CUST3064,45,70096,125785,570,12,Yes
CUST3065,53,45793,238687,311,36,Yes
CUST3066,47,30930,117216,419,48,Yes
CUST3067,52,41190,416968,448,36,No
CUST3068,34,65248,627859,845,60,No
CUST3069,38,127635,70249,783,24,No
CUST3070,37,92890,284997,393,36,Yes
CUST3071,47,33909,743179,581,36,Yes
CUST3072,38,142899,182071,422,24,No
CUST3073,39,75056,445789,868,36,No
CUST3074,50,130710,240953,642,48,Yes
CUST3075,56,26174,460864,502,60,Yes
CUST3076,27,39381,268816,770,48,No
CUST3077,57,73897,205609,831,48,Yes
CUST3078,23,91235,138996,586,12,No
CUST3079,23,129817,227759,746,12,No
CUST3080,36,65255,439551,665,48,Yes
CUST3081,47,40178,539413,743,24,Yes
CUST3082,32,47793,367315,900,36,No
CUST3083,27,62512,715491,524,36,No
CUST3084,25,99661,274436,572,12,Yes
CUST3085,25,83974,598371,334,60,No
CUST3086,23,102396,619152,499,12,No
CUST3087,37,92027,563037,742,48,No
CUST3088,33,96433,403201,345,12,Yes
CUST3089,22,90642,162880,365,12,No
CUST3090,33,62871,442184,606,48,Yes
CUST3091,29,36253,237497,528,60,Yes
CUST3092,29,34488,649865,899,24,No
CUST3093,35,137955,549524,345,60,Yes
CUST3094,60,83613,506281,456,24,Yes
CUST3095,59,122684,771068,630,48,Yes
CUST3096,36,79797,628036,691,12,No
CUST3097,60,49357,203972,416,48,Yes
CUST3098,35,60205,404178,590,12,Yes
CUST3099,41,66522,353918,819,48,Yes
CUST3100,21,118385,748508,580,24,No
CUST3101,24,96377,449320,547,60,Yes
CUST3102,46,98197,385819,592,48,No
CUST3103,49,99440,92534,695,12,No
CUST3104,41,131272,258773,672,24,Yes
CUST3105,43,93004,458693,672,60,Yes
CUST3106,47,63279,136435,532,12,Yes
CUST3107,29,25528,280035,465,24,Yes
CUST3108,45,147861,251911,872,36,No
CUST3109,60,100329,601747,788,48,No
CUST3110,59,136890,656196,357,24,No
CUST3111,39,89954,99437,833,60,No
CUST3112,29,111170,693595,323,36,No
CUST3113,31,66116,370289,497,24,Yes
CUST3114,31,59467,431819,505,48,No
CUST3115,21,83504,145462,467,24,Yes
CUST3116,44,24028,473792,369,48,Yes
CUST3117,35,60094,530593,624,24,No
CUST3118,39,139938,155228,559,60,Yes
CUST3119,38,126615,401969,521,60,Yes
CUST3120,58,50244,749796,699,36,Yes
CUST3121,57,73375,540224,487,36,Yes
CUST3122,40,56384,98974,888,60,No
CUST3123,35,70793,97474,884,60,No
CUST3124,59,67933,706824,434,48,Yes
CUST3125,50,139541,71246,632,60,Yes
CUST3126,51,144135,277970,840,36,No
CUST3127,25,25829,434181,825,12,No
CUST3128,21,129264,93063,443,12,Yes
CUST3129,24,104959,282453,584,24,Yes
CUST3130,36,40850,143187,594,12,Yes
CUST3131,31,109313,257623,721,36,No
CUST3132,54,58565,123334,794,12,No
CUST3133,28,118855,192618,807,60,Yes
CUST3134,29,79358,360028,867,24,No
CUST3135,26,80246,168210,463,12,Yes
CUST3136,57,96234,785835,803,12,No
CUST3137,42,24549,365631,335,24,Yes
CUST3138,42,48084,707289,454,48,Yes
CUST3139,51,106450,86986,319,12,Yes
CUST3140,48,128044,621070,564,12,Yes
CUST3141,25,103303,85693,664,12,Yes
CUST3142,59,59399,110456,816,36,No
CUST3143,57,59811,62187,455,60,Yes
CUST3144,26,105450,477937,611,24,No
CUST3145,29,83075,504565,453,36,Yes
CUST3146,41,87110,135162,785,48,Yes
CUST3147,59,83114,51429,676,48,Yes
CUST3148,28,142164,616892,778,36,Yes
CUST3149,37,127762,420392,587,12,No
CUST3150,49,87400,414531,736,24,No
CUST3151,59,132163,469510,697,12,Yes
CUST3152,29,118162,477016,626,12,Yes
CUST3153,24,54803,208259,677,36,Yes
CUST3154,38,39079,318442,574,60,No
CUST3155,28,41206,89011,349,12,Yes
CUST3156,25,58398,124770,551,60,Yes
CUST3157,21,82054,543327,506,24,No
CUST3158,37,142063,615257,685,36,Yes
CUST3159,53,121003,316205,335,36,Yes
CUST3160,57,124765,720955,543,24,No
CUST3161,33,113155,497230,364,24,Yes
CUST3162,29,22070,666616,573,24,Yes
CUST3163,42,96681,320212,388,60,Yes
CUST3164,49,23401,446284,322,12,Yes
CUST3165,40,132843,92752,478,36,No
CUST3166,24,84039,705322,403,36,Yes
CUST3167,39,41748,341643,667,60,No
CUST3168,32,54473,289845,868,12,No
CUST3169,35,90461,587226,613,48,No
CUST3170,58,38305,600259,703,60,No
CUST3171,32,59307,410289,852,36,No
CUST3172,23,26178,225612,849,48,No
CUST3173,49,54407,224977,851,48,No
CUST3174,39,53494,339434,900,12,Yes
CUST3175,37,141103,438172,421,48,Yes
CUST3176,24,121734,738245,493,48,Yes
CUST3177,52,63619,745814,356,60,Yes
CUST3178,58,69292,588387,705,60,No
CUST3179,57,85871,99012,462,48,No
CUST3180,37,65029,676540,838,12,Yes
CUST3181,36,22329,601623,597,24,No
CUST3182,39,106011,681678,817,48,No
CUST3183,39,141754,639211,340,24,Yes
CUST3184,48,108080,669391,476,60,Yes
CUST3185,45,49621,143397,408,12,Yes
CUST3186,23,22204,499968,813,60,No
CUST3187,33,143758,159493,549,24,Yes
CUST3188,60,38848,122924,514,24,No
CUST3189,51,139795,728848,879,24,No
CUST3190,57,68973,172197,434,24,Yes
CUST3191,37,118917,437079,886,24,Yes
CUST3192,50,108440,365914,719,48,No
CUST3193,53,39210,600048,495,48,Yes
CUST3194,39,135331,731703,509,48,Yes
CUST3195,32,36298,729773,863,12,No
CUST3196,58,35470,233803,807,60,No
CUST3197,58,37726,324409,532,48,Yes
CUST3198,50,64361,248488,375,24,Yes
CUST3199,60,82619,290676,380,36,Yes
CUST3200,48,136684,701450,791,60,Yes
CUST3201,34,103988,540257,876,48,No
CUST3202,24,142254,201526,864,36,No
CUST3203,54,20540,492994,349,36,Yes
CUST3204,54,118930,282309,443,60,No
CUST3205,52,28622,507328,550,24,Yes
CUST3206,42,27493,570527,697,12,Yes
CUST3207,44,70328,770725,772,60,No
CUST3208,51,31691,715955,628,12,Yes
CUST3209,24,95250,119184,800,60,Yes
CUST3210,58,68549,401516,745,48,No
CUST3211,60,106232,330890,491,12,Yes
CUST3212,38,127692,497692,783,48,No
CUST3213,53,105446,753036,676,60,No
CUST3214,38,59727,116888,373,12,Yes
CUST3215,47,64628,631574,441,12,Yes
CUST3216,50,118564,188128,740,36,No
CUST3217,34,115075,328324,646,24,No
CUST3218,47,23496,297034,812,36,No
CUST3219,33,123558,515392,401,24,No
CUST3220,44,91270,353201,841,36,No
CUST3221,22,78446,210353,511,60,Yes
CUST3222,26,53228,486390,826,60,No
CUST3223,57,47747,280436,768,24,No
CUST3224,55,92835,139967,399,12,Yes
CUST3225,23,72461,106447,359,60,Yes
CUST3226,29,28417,555383,848,48,Yes
CUST3227,46,29642,556927,510,24,No
CUST3228,50,117038,51470,715,36,No
CUST3229,59,52435,263978,310,48,Yes
CUST3230,28,91790,334637,784,48,No
CUST3231,49,131447,530586,747,60,No
CUST3232,54,41984,221000,696,24,Yes
CUST3233,31,100889,640173,442,36,Yes
CUST3234,41,107535,535730,588,24,Yes
CUST3235,51,78146,464645,310,12,No
CUST3236,44,67681,443617,574,12,Yes
CUST3237,46,100956,574138,677,36,No
CUST3238,29,113864,363949,835,60,No
CUST3239,50,67601,465870,523,24,Yes
CUST3240,40,134890,343933,324,36,No
CUST3241,36,90486,157134,397,12,Yes
CUST3242,60,37371,297896,819,12,No
CUST3243,48,140641,633487,755,48,No
CUST3244,23,24864,651372,558,12,Yes
CUST3245,30,105414,332693,355,60,No
CUST3246,38,126506,127255,680,60,Yes
CUST3247,22,122674,708042,652,12,Yes
CUST3248,59,38710,763682,815,36,Yes
CUST3249,21,69719,572646,473,12,No
CUST3250,54,146114,82172,785,36,No
CUST3251,59,22045,606971,809,36,No
CUST3252,41,26292,583638,882,48,No
CUST3253,59,50991,277777,688,36,Yes
CUST3254,45,122500,675184,347,12,No
CUST3255,57,40751,296114,554,60,Yes
CUST3256,34,127222,500726,303,48,Yes
CUST3257,40,93394,549718,895,36,No
CUST3258,54,115683,657023,736,36,No
CUST3259,25,50169,525742,897,48,No
CUST3260,45,36260,618173,704,24,No
CUST3261,28,137386,670078,325,36,Yes
CUST3262,34,142345,264979,844,60,No
CUST3263,24,140410,299743,546,24,Yes
CUST3264,35,34285,168726,362,24,Yes
CUST3265,60,120767,340967,387,12,Yes
CUST3266,56,54176,637059,640,60,No
CUST3267,37,140612,540454,866,36,Yes
CUST3268,42,47702,358839,403,24,Yes
CUST3269,39,149299,779101,688,12,No
CUST3270,47,31582,491048,808,36,Yes
CUST3271,48,138412,225733,554,24,Yes
CUST3272,59,96403,678633,539,48,No
CUST3273,36,98994,664580,656,36,No
CUST3274,32,53687,204979,359,48,Yes
CUST3275,47,50665,627130,474,12,No
CUST3276,53,100863,92268,522,12,Yes
CUST3277,22,84475,685734,558,48,No
CUST3278,58,140125,427192,463,24,Yes
CUST3279,27,74065,285647,415,36,No
CUST3280,37,147772,714652,354,24,Yes
CUST3281,28,124731,550225,328,48,No
CUST3282,44,114045,442384,811,60,No
CUST3283,28,22899,299908,804,12,No
CUST3284,21,63148,322865,493,24,Yes
CUST3285,50,22638,439068,464,48,Yes
CUST3286,59,133531,704070,631,60,No
CUST3287,42,106673,381069,497,60,Yes
CUST3288,28,80671,252387,837,48,No
CUST3289,28,32309,666004,361,12,Yes
CUST3290,35,70946,784614,820,36,No
CUST3291,59,113777,625020,454,24,Yes
CUST3292,60,120718,87652,821,48,No
CUST3293,58,144746,341327,526,60,Yes
CUST3294,43,36478,300837,642,48,No
CUST3295,27,29136,657000,896,60,No
CUST3296,26,47500,777523,378,36,Yes
CUST3297,30,86958,548723,542,36,Yes
CUST3298,53,145087,167557,611,36,No
CUST3299,39,107167,180325,638,48,No
CUST3300,40,127505,261697,377,12,No
CUST3301,48,98812,388299,548,48,Yes
CUST3302,27,28206,572611,582,36,No
CUST3303,34,144179,540049,598,36,Yes
CUST3304,35,124695,249159,807,12,No
CUST3305,24,97338,619012,766,24,No
CUST3306,55,95515,463543,574,60,Yes
CUST3307,43,54600,470775,562,60,Yes
CUST3308,51,130149,254095,386,24,Yes
CUST3309,44,83188,288003,767,60,Yes
CUST3310,47,97317,568285,542,12,Yes
CUST3311,42,26825,742376,522,60,Yes
CUST3312,42,83871,305637,361,48,Yes
CUST3313,56,36226,328580,750,12,No
CUST3314,39,69057,122244,897,48,No
CUST3315,37,71267,73664,405,36,No
CUST3316,43,124948,715202,449,60,No
CUST3317,58,79110,533527,503,60,Yes
CUST3318,23,113366,153812,500,36,Yes
CUST3319,47,77648,134102,340,12,No
CUST3320,34,142633,567266,458,36,Yes
CUST3321,34,98979,627447,659,12,Yes
CUST3322,25,72697,202384,571,60,No
CUST3323,23,40686,788982,743,24,No
CUST3324,56,60952,59318,753,24,No
CUST3325,31,85306,609242,743,60,No
CUST3326,50,60938,295253,868,48,No
CUST3327,45,42789,151923,675,24,Yes
CUST3328,46,96718,350113,727,24,No
CUST3329,45,116435,202881,365,36,Yes
CUST3330,41,137622,215064,696,12,No
CUST3331,52,30303,568588,507,60,No
CUST3332,36,92420,212996,754,12,Yes
CUST3333,44,39132,591959,628,12,No
CUST3334,29,45036,739264,717,60,No
CUST3335,50,84997,162925,402,24,Yes
CUST3336,55,110317,89444,599,36,Yes
CUST3337,25,128505,321262,543,60,No
CUST3338,53,125180,496814,888,24,No
CUST3339,25,135737,535408,751,12,No
CUST3340,45,122040,329276,578,12,Yes
CUST3341,39,66729,749126,616,36,No
CUST3342,50,119494,134788,647,24,No
CUST3343,22,143391,266788,343,60,Yes
CUST3344,60,94598,156740,523,12,Yes
CUST3345,43,71151,398799,532,36,Yes
CUST3346,58,117235,652069,604,36,No
CUST3347,41,146946,135651,838,48,No
CUST3348,33,70238,192011,732,24,Yes
CUST3349,38,44482,475745,775,36,Yes
CUST3350,54,90451,68216,843,48,No
CUST3351,33,118423,160624,662,36,Yes
CUST3352,39,95371,457769,458,12,Yes
CUST3353,34,51975,212569,739,12,No
CUST3354,47,101804,612526,513,48,Yes
CUST3355,32,111106,701791,744,48,No
CUST3356,28,73672,645968,526,48,Yes
CUST3357,39,117669,714846,510,36,Yes
CUST3358,40,110648,720967,867,12,No
CUST3359,58,59809,659044,364,48,No
CUST3360,43,50592,352340,546,48,Yes
CUST3361,28,37153,754340,738,48,No
CUST3362,38,122599,198057,597,36,Yes
CUST3363,50,127598,194364,564,12,Yes
CUST3364,52,108204,368461,855,12,No
CUST3365,54,94895,374762,506,24,No
CUST3366,27,116265,124184,341,12,Yes
CUST3367,52,93566,235649,757,12,No
CUST3368,24,87788,337258,709,60,No
CUST3369,23,99384,596321,626,60,No
CUST3370,52,53462,59842,439,36,Yes
CUST3371,36,142132,283135,351,12,Yes
CUST3372,31,81053,429518,895,48,Yes
CUST3373,43,39552,159925,835,48,No
CUST3374,23,63562,712778,701,24,No
CUST3375,30,24325,342240,677,60,Yes
CUST3376,55,34425,483525,397,48,Yes
CUST3377,24,132706,650328,381,24,No
CUST3378,22,69230,240899,653,24,No
CUST3379,31,20068,715078,740,48,No
CUST3380,24,80685,188637,402,60,No
CUST3381,46,47843,414135,735,36,No
CUST3382,37,120073,349538,514,24,No
CUST3383,22,137751,590420,730,12,Yes
CUST3384,24,99436,341732,419,24,No
CUST3385,23,138829,372533,554,36,No
CUST3386,41,136451,529421,450,60,Yes
CUST3387,56,100804,123341,434,24,Yes
CUST3388,23,132742,144398,343,24,Yes
CUST3389,43,82158,198119,417,24,Yes
CUST3390,57,125298,610069,630,48,Yes
CUST3391,24,106131,282749,425,24,No
CUST3392,50,138064,341322,379,12,No
CUST3393,38,83269,447881,748,12,No
CUST3394,50,86533,326291,783,60,No
CUST3395,35,114651,223003,767,36,No
CUST3396,46,117852,166169,354,12,No
CUST3397,59,83359,368609,487,60,No
CUST3398,32,120366,473763,884,24,No
CUST3399,44,120509,90286,568,12,Yes
CUST3400,28,79147,702420,800,12,No
CUST3401,55,29945,671432,720,36,No
CUST3402,21,68649,599584,807,12,No
CUST3403,42,140155,200121,587,36,Yes
CUST3404,23,81407,499910,515,36,Yes
CUST3405,50,99972,303607,618,12,No
CUST3406,58,54260,248387,707,24,No
CUST3407,42,88804,773794,529,24,No
CUST3408,37,78367,367867,486,48,Yes
CUST3409,24,72695,273843,360,12,Yes
CUST3410,33,70980,126064,841,24,No
CUST3411,26,41280,360303,616,60,Yes
CUST3412,49,50981,340176,319,12,Yes
CUST3413,60,127917,114436,680,24,No
CUST3414,58,71038,673606,687,36,No
CUST3415,33,47055,358547,646,36,Yes
CUST3416,46,132197,449574,354,60,Yes
CUST3417,21,87906,758593,886,36,No
CUST3418,31,78395,109043,893,48,Yes
CUST3419,38,97068,540432,805,12,No
CUST3420,50,41106,675192,428,24,Yes
CUST3421,57,146130,722105,815,60,No
CUST3422,31,102477,619936,694,24,Yes
CUST3423,55,30086,263404,514,60,No
CUST3424,23,64640,305716,720,12,No
CUST3425,24,49704,555716,887,48,No
CUST3426,38,101112,328709,781,24,No
CUST3427,54,24785,484339,460,12,Yes
CUST3428,30,117518,279960,581,48,Yes
CUST3429,57,69322,681077,818,60,No
CUST3430,46,118444,253058,641,12,No
CUST3431,51,73059,373491,590,60,Yes
CUST3432,58,115499,568895,404,12,Yes
CUST3433,26,22871,51224,575,24,Yes
CUST3434,29,27306,386991,302,60,No
CUST3435,37,26793,783429,434,24,Yes
CUST3436,37,56256,756639,818,24,No
CUST3437,44,25171,616828,834,24,No
CUST3438,43,138644,708030,509,60,Yes
CUST3439,45,111853,265315,878,48,No
CUST3440,27,144758,759448,374,24,Yes
CUST3441,39,84191,54423,677,24,Yes
CUST3442,51,27717,466556,307,48,Yes
CUST3443,44,67369,85055,838,60,No
CUST3444,60,138016,726923,842,36,No
CUST3445,50,76857,285956,318,24,Yes
CUST3446,41,62612,611582,621,24,Yes
CUST3447,51,64917,176815,646,36,Yes
CUST3448,34,147606,104780,532,60,Yes
CUST3449,40,90951,609984,688,12,Yes
CUST3450,37,31153,673978,794,48,No
CUST3451,52,56127,109820,529,12,Yes
CUST3452,32,89931,560256,398,48,Yes
CUST3453,53,51543,492438,322,60,Yes
CUST3454,50,118256,360449,556,36,Yes
CUST3455,26,149222,544438,739,24,No
CUST3456,58,52688,395378,753,36,No
CUST3457,32,66656,634377,409,48,No
CUST3458,47,134654,70659,709,24,No
CUST3459,53,135032,688292,741,48,Yes
CUST3460,56,130479,689724,323,60,Yes
CUST3461,50,90086,447097,340,24,No
CUST3462,34,78038,781975,354,24,No
CUST3463,43,67198,345206,720,60,No
CUST3464,52,43305,65588,842,24,No
CUST3465,30,91574,264679,365,48,No
CUST3466,51,105154,613858,432,60,No
CUST3467,26,83573,248193,395,48,Yes
CUST3468,43,71095,325721,537,48,Yes
CUST3469,53,47332,245101,833,12,No
CUST3470,60,43958,510579,404,24,No
CUST3471,23,149429,671269,415,60,Yes
CUST3472,53,53335,354153,716,12,No
CUST3473,34,105087,264659,603,12,Yes
CUST3474,21,113428,443103,857,12,No
CUST3475,27,67356,239719,736,24,No
CUST3476,37,136933,282994,425,60,Yes
CUST3477,40,64007,396068,778,12,No
CUST3478,44,95916,706058,809,24,No
CUST3479,27,32663,603850,355,24,Yes
CUST3480,44,111472,594327,608,24,Yes
CUST3481,54,143990,333412,588,48,Yes
CUST3482,57,46798,439787,891,24,Yes
CUST3483,31,45735,123993,730,24,No
CUST3484,59,89534,726107,798,24,No
CUST3485,49,115092,770037,412,24,Yes
CUST3486,48,99043,312712,614,48,No
CUST3487,53,108578,60009,731,48,No
CUST3488,36,146953,795892,370,48,Yes
CUST3489,50,64271,472363,608,24,No
CUST3490,57,21311,509316,620,24,Yes
CUST3491,31,112740,633545,715,24,No
CUST3492,34,62190,530020,387,12,Yes
CUST3493,46,127811,364014,811,60,Yes
CUST3494,33,116738,728441,622,60,Yes
CUST3495,45,136882,491008,399,36,Yes
CUST3496,23,116386,274467,350,12,No
CUST3497,30,95641,589076,358,36,Yes
CUST3498,40,139460,92166,730,12,No
CUST3499,28,98874,726831,565,12,Yes
CUST3500,44,69216,427010,524,36,No
CUST3501,40,20368,481433,301,24,Yes
CUST3502,49,85961,681786,698,60,No
CUST3503,59,85669,697887,787,48,No
CUST3504,47,118367,557805,863,48,No
CUST3505,22,127441,444480,831,24,No
CUST3506,56,52483,621939,397,12,No
CUST3507,32,44427,741643,411,12,Yes
CUST3508,41,36820,785112,860,12,No
CUST3509,51,70208,661809,330,36,Yes
CUST3510,44,119255,210894,397,12,Yes
CUST3511,29,110467,611690,337,36,Yes
CUST3512,33,123581,283166,828,48,No
CUST3513,56,81450,763858,506,36,No
CUST3514,39,97113,94415,751,60,No
CUST3515,32,32342,264978,801,36,No
CUST3516,44,135063,723712,725,48,Yes
CUST3517,53,52956,261670,685,48,Yes
CUST3518,48,92621,608962,810,24,No
CUST3519,49,141675,579833,873,60,Yes
CUST3520,58,60118,618189,870,12,No
CUST3521,21,97267,324975,853,48,No
CUST3522,39,102814,430899,889,36,No
CUST3523,34,34273,85030,887,12,No
CUST3524,22,136048,248408,543,36,No
CUST3525,42,124588,464702,560,48,Yes
CUST3526,40,94368,788714,495,60,Yes
CUST3527,34,131901,538688,885,24,Yes
CUST3528,58,113877,209708,741,48,No
CUST3529,24,88446,434144,882,36,No
CUST3530,46,119849,529082,363,36,Yes
CUST3531,47,102803,591820,771,24,No
CUST3532,57,72652,718285,790,12,No
CUST3533,53,146044,81024,640,36,No
CUST3534,44,114100,784760,384,48,Yes
CUST3535,21,85056,731074,851,60,No
CUST3536,43,136838,296529,727,12,No
CUST3537,60,119319,620369,355,60,No
CUST3538,33,62581,270009,301,36,Yes
CUST3539,53,91476,195509,300,48,Yes
CUST3540,53,141591,96067,579,36,Yes
CUST3541,35,100841,616081,482,36,Yes
CUST3542,54,114151,477228,518,48,Yes
CUST3543,42,143364,161994,646,48,No
CUST3544,60,25354,426579,889,60,No
CUST3545,51,91312,500215,317,12,Yes
CUST3546,25,99234,68350,855,12,No
CUST3547,28,28598,382524,854,60,No
CUST3548,45,139155,258291,799,24,No
CUST3549,50,108092,599264,361,12,Yes
CUST3550,56,119034,430051,621,12,No
CUST3551,50,137497,361931,878,24,No
CUST3552,39,29082,491075,682,36,No
CUST3553,27,75858,671632,869,48,No
CUST3554,25,82641,612132,689,48,No
CUST3555,42,50564,135257,303,24,No
CUST3556,24,144931,557181,708,12,No
CUST3557,25,101168,409005,568,48,No
CUST3558,35,56838,224867,613,48,Yes
CUST3559,53,63742,194245,693,60,No
CUST3560,35,57891,99066,588,12,Yes
CUST3561,30,69859,160461,727,36,No
CUST3562,32,100186,656008,706,24,No
CUST3563,56,39914,57360,420,48,Yes
CUST3564,28,80473,399886,714,24,No
CUST3565,24,37179,754190,668,12,Yes
CUST3566,23,21304,755537,366,60,No
CUST3567,52,58257,508820,792,24,No
CUST3568,26,134428,376467,750,24,No
CUST3569,23,33295,374419,395,60,Yes
CUST3570,37,100705,665261,435,12,Yes
CUST3571,25,125811,723330,491,24,Yes
CUST3572,42,29127,794099,536,36,Yes
CUST3573,35,64115,343193,466,36,Yes
CUST3574,25,81722,87086,698,12,No
CUST3575,33,47256,766942,487,12,Yes
CUST3576,55,66710,495866,461,24,No
CUST3577,30,81694,138454,828,60,No
CUST3578,59,34281,128640,430,36,No
CUST3579,38,31633,117928,590,12,Yes
CUST3580,48,132486,66737,625,36,No
CUST3581,21,95696,181936,664,48,No
CUST3582,30,77379,650414,462,24,Yes
CUST3583,53,47026,379449,895,48,No
CUST3584,48,147654,351072,592,24,No
CUST3585,52,129615,534357,387,60,Yes
CUST3586,34,116943,214364,371,60,Yes
CUST3587,31,38622,112715,503,36,Yes
CUST3588,44,73005,792083,742,60,Yes
CUST3589,31,144407,466969,320,12,Yes
CUST3590,52,42404,515803,446,48,No
CUST3591,31,56678,222710,875,60,No
CUST3592,40,97908,771345,761,48,No
CUST3593,55,26070,689137,524,36,No
CUST3594,51,26921,350601,732,48,No
CUST3595,42,60179,754088,696,36,Yes
CUST3596,24,131738,585499,832,36,Yes
CUST3597,28,89001,742004,424,12,Yes
CUST3598,58,113184,438179,775,60,No
CUST3599,22,110069,545100,308,24,Yes
CUST3600,36,89694,361489,636,48,No
CUST3601,37,98204,239203,770,12,No
CUST3602,38,119989,365278,720,36,No
CUST3603,54,110681,432170,705,12,No
CUST3604,46,64531,77834,793,36,No
CUST3605,34,47294,553199,403,12,Yes
CUST3606,48,70161,727529,401,60,Yes
CUST3607,58,53750,239115,476,60,Yes
CUST3608,44,148100,217794,714,12,No
CUST3609,58,23907,66470,791,48,No
CUST3610,41,126910,84544,450,36,Yes
CUST3611,60,126390,587611,536,48,No
CUST3612,22,52962,508976,793,48,Yes
CUST3613,47,64029,135614,733,36,No
CUST3614,42,93232,386766,442,12,Yes
CUST3615,40,26305,426889,807,12,No
CUST3616,27,80199,76719,748,24,No
CUST3617,57,61643,441892,423,48,Yes
CUST3618,36,53870,404259,320,48,Yes
CUST3619,43,34567,53099,636,36,No
CUST3620,24,72859,322426,543,48,Yes
CUST3621,24,28841,626511,831,60,Yes
CUST3622,48,34523,573938,699,36,No
CUST3623,28,24828,83798,386,12,Yes
CUST3624,28,135448,276631,493,24,Yes
CUST3625,50,70867,798662,428,48,No
CUST3626,26,52352,602228,597,36,Yes
CUST3627,30,89331,600896,804,48,No
CUST3628,42,79979,459893,454,12,Yes
CUST3629,21,134491,536460,356,12,No
CUST3630,47,61969,134577,300,48,Yes
CUST3631,39,133083,521583,506,48,Yes
CUST3632,39,23360,691498,471,36,Yes
CUST3633,33,117892,729632,380,24,No
CUST3634,35,96213,392820,527,60,Yes
CUST3635,55,64627,249010,704,48,No
CUST3636,21,45146,472797,354,12,No
CUST3637,21,137088,182494,602,12,Yes
CUST3638,26,114025,752566,857,24,No
CUST3639,30,34102,434420,446,60,No
CUST3640,60,84431,81408,876,12,Yes
CUST3641,34,73006,570525,589,12,No
CUST3642,37,149266,459268,700,36,No
CUST3643,49,64997,350226,467,36,Yes
CUST3644,21,36603,118922,849,36,No
CUST3645,58,73839,615083,503,24,Yes
CUST3646,28,48130,102087,631,24,Yes
CUST3647,39,112061,728859,522,12,Yes
CUST3648,60,97076,507608,881,60,No
CUST3649,25,111372,397495,529,60,Yes
CUST3650,28,122030,275983,831,48,No
CUST3651,55,97818,459004,748,60,No
CUST3652,21,35021,703176,829,48,Yes
CUST3653,44,26152,94267,512,12,Yes
CUST3654,58,97492,88624,442,24,No
CUST3655,51,125947,384674,876,48,No
CUST3656,42,21696,58542,775,24,No
CUST3657,26,146733,556691,486,48,No
CUST3658,24,29907,232205,559,12,Yes
CUST3659,23,62396,555669,616,12,No
CUST3660,34,92631,224816,765,36,No
